Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,41T,46T,47T,72T,82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,42T,44T,62T,63T,78T,89T,43T,80T,93T
2021_09_12,14.0,10,9.0,9,9.0,8,13.0,16.0,13.0,14,13.0,23.5,19.25,13.0,11,25,15.0,8.0,6.0,18.0,14.0,11.0,11.0,9.0,20.0,13.0,10.0,5.0,7.0,6.0,13.0,14.0,13,5.0,8.0,9.0,15.0,8.0,6.0,12,12.0,5,7,8.0,11.0,12.0,8.0,12.0,11.0,16.0,10.0,12.0,5.0,10.0,6.0,6.0,8.0,10.0,14.0,3.0,18.0,8.0,6.0,7,9.0,7.0,8.0,8.5625,14.0,17,8,11,10.0,11.0,12.0,8.0,6.0
2021_09_13,13.0,9,8.0,10,9.0,8,14.0,17.0,14.0,13,12.0,19.0,16.333333333333332,11.0,9,23,15.0,10.0,8.0,13.0,14.0,13.0,12.0,11.0,20.0,11.0,10.0,8.0,9.0,6.0,12.0,18.0,14,7.0,9.0,9.0,12.0,7.0,8.0,13,12.0,10,6,11.0,13.0,15.0,8.0,12.0,14.0,18.0,10.0,14.0,10.0,11.0,6.0,5.0,10.0,12.0,14.0,4.0,20.0,10.0,8.0,11,10.0,8.0,10.0,10.1875,13.0,12,6,8,6.0,11.0,15.0,10.0,7.0
2021_09_14,15.0,12,12.0,12,12.0,11,15.0,20.0,17.0,16,17.0,22.0,15.0,12.0,12,24,17.0,12.0,11.0,12.0,16.0,16.0,12.0,11.0,27.0,18.0,8.0,6.0,7.0,10.0,13.0,20.0,11,5.0,8.0,12.0,7.0,5.0,7.0,11,8.0,6,8,11.0,10.0,13.0,7.0,13.0,10.0,21.0,8.0,17.0,9.0,12.0,6.0,6.0,11.0,10.0,13.0,7.0,17.0,10.0,7.0,9,9.0,9.0,7.0,10.0,14.0,20,11,11,10.0,10.0,15.0,17.0,9.0
2021_09_15,13.0,10,8.0,10,12.0,8,14.0,22.0,14.0,14,12.0,24.0,14.0,11.0,10,22,11.0,8.0,6.0,17.0,13.0,14.0,11.0,12.0,26.0,13.0,10.0,6.0,6.0,8.0,19.0,23.0,14,4.0,8.0,12.0,6.0,6.0,5.0,9,13.0,8,10,7.0,9.0,6.0,5.0,16.0,7.0,16.0,7.0,14.0,10.0,11.0,6.0,6.0,10.0,10.0,14.0,9.0,17.0,5.0,10.0,11,11.0,6.0,6.0,9.0,13.0,17,13,13,11.0,13.0,16.0,14.0,7.0
2021_09_16,10.0,6,7.0,7,8.0,5,13.0,16.0,12.0,12,8.0,19.0,11.0,11.0,7,20,12.0,7.0,6.0,12.0,9.0,16.0,9.0,8.0,21.0,6.0,11.0,6.0,5.0,9.0,12.0,22.666666666666668,10,4.0,9.0,11.0,8.0,4.0,4.0,7,10.0,5,9,6.0,10.0,6.0,7.0,9.0,4.0,12.0,7.0,11.0,7.0,11.0,4.0,4.0,10.0,5.0,9.0,7.0,15.0,7.0,6.0,7,8.0,5.0,5.0,8.0,14.0,21,13,9,10.0,17.0,15.0,19.0,12.0
2021_09_17,12.0,6,11.0,9,10.0,6,14.0,21.0,13.0,13,10.0,24.0,11.0,9.0,8,21,13.0,7.0,6.0,17.0,12.0,16.0,10.0,11.0,20.0,9.0,10.0,7.0,7.0,9.0,14.0,24.666666666666668,11,4.0,8.0,14.0,7.0,7.0,5.0,6,13.0,7,10,9.0,12.0,6.0,8.0,8.0,5.0,19.0,10.0,12.0,6.0,9.0,5.0,3.0,8.0,6.0,8.0,4.0,9.0,7.0,5.0,8,6.0,6.0,8.0,8.0,15.0,22,12,13,12.0,21.0,14.0,14.0,15.0
2021_09_18,15.0,13,13.0,14,15.0,14,17.0,18.0,19.0,17,19.0,25.0,17.0,15.0,13,24,19.0,17.0,14.0,17.0,15.0,20.0,20.0,15.0,29.0,15.0,13.0,10.0,7.0,17.0,20.0,20.666666666666668,12,6.0,9.0,14.0,8.0,7.0,7.0,13,18.0,10,14,13.0,15.0,14.0,14.0,13.0,6.0,18.0,9.0,11.0,8.0,11.0,6.0,6.5,10.0,5.0,10.0,4.0,10.0,6.0,16.666666666666668,12,7.0,8.0,10.0,10.0,15.0,21,10,12,3.0,15.0,15.0,18.0,10.0
2021_09_19,14.0,12,11.0,11,11.0,10,15.0,17.0,15.0,16,17.0,22.0,15.0,12.0,9,23,17.0,13.0,11.0,13.0,15.0,11.0,11.0,18.0,27.0,10.0,7.0,5.0,5.0,14.0,13.0,16.333333333333332,22,5.0,9.0,12.0,10.0,11.0,8.0,17,16.0,11,14,11.0,13.0,12.0,13.0,21.0,7.0,22.0,8.0,14.0,10.0,11.0,6.0,5.0,11.0,7.0,11.0,4.0,10.0,7.0,9.0,13,12.0,9.0,8.0,12.0,13.0,16,9,9,5.0,13.0,11.0,10.0,8.0
2021_09_20,16.0,15,10.0,11,11.0,10,15.0,21.0,17.0,19,15.0,23.0,20.0,14.0,12,23,16.0,10.0,13.0,16.0,14.0,15.0,15.0,11.0,24.0,10.5,9.0,6.0,5.0,8.0,16.0,14.0,18,6.0,9.0,6.0,10.0,7.0,6.0,13,20.0,13,14,12.0,13.0,10.0,12.0,23.0,9.0,23.0,11.0,14.0,8.0,13.0,8.0,5.0,13.0,6.0,10.0,5.0,9.0,8.0,7.0,11,9.0,9.0,8.0,9.0,12.0,10,8,10,8.0,10.0,12.0,15.0,4.0
2021_09_21,12.0,8,8.0,10,9.0,8,14.0,17.0,14.0,13,11.0,20.0,13.0,9.0,8,22,15.0,8.0,12.0,12.0,12.0,13.0,5.0,8.0,16.0,11.0,5.0,4.0,3.0,5.0,7.0,18.666666666666668,12,5.0,8.0,8.0,5.0,4.0,4.0,6,16.0,5,10,7.0,12.0,8.0,12.0,12.0,6.0,12.0,7.0,13.0,8.0,10.0,4.0,4.0,9.0,6.0,11.0,5.0,10.0,8.0,6.0,7,9.0,6.0,5.0,8.0,12.0,15,8,8,7.0,9.0,11.0,8.0,10.0
2021_09_22,10.0,5,6.0,8,7.0,5,12.0,13.0,12.0,11,7.0,17.0,11.0,9.0,7,19,12.0,6.0,5.0,8.0,9.0,14.0,7.0,7.0,15.0,13.0,8.0,5.0,3.0,6.0,11.0,21.0,10,4.0,9.0,8.0,6.0,3.0,3.0,5,9.0,5,9,6.0,10.0,5.0,6.0,9.0,4.0,10.0,5.0,11.0,5.0,9.0,4.0,5.0,9.0,5.0,12.0,5.0,8.0,7.0,4.0,7,6.0,7.0,4.0,8.0,13.0,14,9,10,8.0,8.0,13.0,16.0,7.0
2021_09_23,12.0,9,9.0,11,10.0,8,14.0,19.0,14.0,14,12.0,23.0,12.0,10.0,7,18,13.0,9.0,7.0,14.0,13.0,16.0,7.0,7.0,14.0,10.0,7.0,6.0,2.0,4.0,10.0,21.666666666666668,10,3.0,9.0,7.0,7.0,5.0,4.0,5,10.0,4,8,5.0,11.0,6.0,6.0,9.0,6.0,15.0,9.0,12.0,6.0,8.0,4.0,5.0,8.0,5.0,11.0,6.0,7.0,7.0,5.0,8,6.0,8.0,5.0,7.0,14.0,19,11,14,10.0,12.0,16.0,13.0,8.0
2021_09_24,12.0,9,10.0,9,9.0,7,13.0,17.0,12.0,14,15.0,20.0,15.0,12.0,11,24,17.0,7.0,6.0,12.0,15.0,8.0,10.0,6.0,10.0,10.0,9.0,6.0,3.0,3.0,6.0,25.0,12,5.0,7.0,6.0,6.0,4.0,6.0,7,11.0,6,10,7.0,9.0,11.0,6.0,10.0,7.0,15.0,9.0,12.0,7.0,10.0,5.0,5.0,8.0,5.0,10.0,5.0,8.0,9.0,5.0,8,7.0,5.0,4.0,7.0,15.0,22,15,16,16.0,17.0,16.0,19.0,12.0
2021_09_25,14.0,11,9.0,10,10.0,8,14.0,22.0,13.0,17,14.0,23.0,14.0,11.0,10,22,15.0,7.0,6.0,14.0,16.0,9.0,9.0,6.0,24.5,10.0,8.0,5.0,3.0,4.0,4.0,25.666666666666668,9,3.0,8.0,5.0,5.0,4.0,3.0,7,12.0,5,9,5.0,9.0,7.0,5.0,10.0,4.0,16.0,8.0,13.0,8.0,9.0,5.0,5.0,10.0,7.0,10.0,5.0,9.0,7.0,8.0,7,7.0,6.0,4.0,7.0,14.0,17,15,15,15.0,18.0,13.0,13.0,14.0
2021_09_26,12.0,5,7.0,7,8.0,5,13.0,13.0,11.0,13,7.0,21.0,10.0,6.0,6,18,11.0,5.0,4.0,11.0,9.0,14.0,6.0,6.0,24.25,7.0,5.0,4.0,2.0,4.0,8.0,28.0,7,3.0,8.0,6.0,6.0,3.0,3.0,5,9.0,4,8,4.0,7.0,6.0,6.0,7.0,3.0,8.0,7.0,19.0,5.0,8.0,4.0,4.0,15.25,4.0,11.0,4.0,6.0,13.25,3.0,7,5.0,4.0,3.0,7.0,10.0,11,6,9,8.0,10.0,11.0,13.0,6.0
2021_09_27,15.0,9,10.0,12,13.0,8,14.0,20.0,14.0,16,14.0,19.0,13.0,10.0,9,22,15.0,10.0,8.0,10.0,18.0,10.0,16.0,9.0,17.0,19.0,9.0,7.0,4.0,7.0,14.0,14.0,11,22.5,7.0,10.0,7.0,6.0,5.0,9,12.0,8,10,6.0,12.0,10.0,11.0,11.0,5.0,10.0,9.0,11.0,5.0,8.0,3.0,4.0,8.0,6.0,9.0,5.0,7.0,12.25,6.0,8,6.0,6.0,4.0,9.0,13.0,13,5,8,8.0,8.0,11.0,10.0,6.0
2021_09_28,21.0,17,15.0,14,13.0,12,16.0,25.0,19.0,21,20.0,29.0,20.0,17.0,17,30,18.0,15.0,12.0,21.0,32.0,15.0,16.0,11.0,20.0,22.0,19.0,10.0,10.0,7.0,9.0,17.0,13,20.5,7.0,17.0,12.0,8.0,7.0,15,21.0,10,18,17.0,19.0,16.0,15.0,13.0,8.0,14.0,10.0,12.0,6.0,11.0,5.0,4.0,10.0,6.0,8.0,5.0,9.0,7.0,8.0,8,6.0,7.0,6.0,7.375,13.0,10,4,9,7.0,10.0,12.0,13.0,8.0
2021_09_29,42.0,31,26.0,27,28.0,24,22.0,43.0,35.0,42,34.0,43.0,40.0,29.0,29,41,25.0,24.0,21.0,41.0,43.0,19.0,26.0,11.0,22.0,24.5,27.0,14.0,10.0,9.0,15.0,19.0,13,23.0,6.0,17.0,15.0,12.0,11.0,19,18.0,14,24,21.0,23.0,18.0,21.0,18.0,9.0,21.0,11.0,15.0,10.0,12.0,8.0,5.0,12.0,10.0,10.0,5.0,10.0,7.0,11.0,10,9.0,8.0,8.0,9.375,13.0,17,8,9,9.0,10.0,12.0,9.0,6.0
2021_09_30,22.0,16,18.0,21,20.0,18,19.0,27.0,24.0,25,22.0,37.0,23.0,15.0,16,28,18.0,18.0,15.0,27.0,19.0,25.0,21.0,37.0,22.0,27.5,21.0,16.0,11.0,13.0,21.0,25.0,17,20.5,5.0,24.0,14.0,12.0,17.0,24,23.0,13,24,20.0,19.0,15.0,20.0,21.0,14.0,22.0,12.0,16.0,11.0,14.0,7.0,8.0,12.0,10.0,10.0,6.0,11.0,9.0,12.0,12,10.0,11.0,8.0,12.0,15.5,16,10,9,10.0,13.0,10.0,13.0,6.0
2021_10_01,13.0,8,13.0,11,13.0,10,15.0,19.0,15.0,15,13.0,24.0,15.0,21.5,8,19,15.0,11.0,13.0,19.0,8.0,20.0,11.0,20.333333333333332,26.0,12.0,16.0,15.0,6.0,14.0,21.0,22.0,18,16.0,6.0,10.0,15.0,12.0,11.0,15,18.0,10,15,14.0,15.0,14.0,15.0,14.0,9.0,19.0,10.0,16.0,9.0,14.0,8.0,7.0,13.0,8.0,10.0,4.0,10.0,8.0,9.0,11,10.0,9.0,10.0,11.0,12.666666666666666,14,7,9,7.0,12.0,13.0,12.0,9.0
2021_10_02,15.0,8,11.0,10,13.0,10,14.0,20.0,14.0,15,11.0,24.0,15.0,15.0,9,22,11.0,7.0,9.0,17.0,14.0,16.0,12.0,14.0,20.0,11.0,14.0,7.0,7.0,11.0,13.0,22.0,17,20.666666666666668,6.0,13.0,12.0,12.0,12.0,10,12.0,6,9,8.0,12.0,9.0,9.0,14.0,8.0,20.0,8.0,14.0,8.0,12.0,5.0,6.0,12.0,10.0,11.0,5.0,11.0,8.0,9.0,9,9.0,6.0,9.0,12.0,10.666666666666666,17,9,11,10.0,14.0,14.0,17.0,10.0
2021_10_03,19.0,15,17.0,16,15.0,15,18.0,20.0,21.0,20,20.0,31.0,20.0,14.0,14,29,21.75,12.0,9.0,15.0,16.0,13.0,15.0,9.0,17.0,11.0,10.0,6.0,7.0,11.0,12.0,19.0,17,20.0,6.0,18.0,13.0,8.0,9.0,14,17.0,12,15,11.0,16.0,12.0,12.0,17.0,9.0,18.0,9.0,13.0,6.0,11.0,7.0,5.0,11.0,8.0,10.0,5.0,11.0,7.0,8.0,13,10.0,8.0,9.0,13.0,15.0,21,10,15,12.0,12.0,13.0,15.0,12.0
2021_10_04,24.0,13,14.0,17,15.0,13,17.0,27.0,22.0,24,25.0,31.0,20.0,17.0,15,33,20.25,16.0,14.0,19.0,27.0,16.0,16.0,15.0,24.0,16.0,13.0,8.0,13.0,13.0,14.0,24.0,20,19.0,8.0,15.0,13.0,13.0,14.0,18,23.0,16,18,18.0,14.0,14.0,13.0,14.0,11.0,18.0,11.0,15.0,9.0,14.0,7.0,6.0,14.0,10.0,15.0,7.0,13.0,9.0,10.0,15,13.0,10.0,12.0,11.0,15.0,18,14,14,14.0,8.0,12.0,17.0,10.0
2021_10_05,26.0,18,17.0,19,17.0,16,18.0,31.0,26.0,26,30.0,35.0,25.0,21.0,20,34,19.0,17.0,13.0,26.0,30.0,19.0,21.0,15.0,23.0,17.0,19.0,12.0,16.0,13.0,12.0,23.0,17,17.666666666666668,9.0,7.0,11.0,9.0,12.0,18,30.0,23,29,24.0,14.0,21.0,15.0,19.0,10.0,18.0,14.0,16.0,11.0,14.0,8.0,7.0,14.0,12.0,13.0,10.0,14.0,9.0,15.0,11,15.0,13.0,14.0,12.0,16.0,17,6,8,8.0,9.0,12.0,11.0,8.0
2021_10_06,15.0,12,11.0,12,12.0,9,15.0,23.0,19.0,18,18.0,27.0,16.0,13.0,12,27,20.333333333333332,9.0,8.0,12.0,19.0,11.0,10.0,8.0,14.0,11.0,8.0,5.0,7.0,5.0,12.0,16.0,12,16.666666666666668,9.0,8.0,9.0,6.0,7.0,16,21.0,14,20,12.0,16.25,17.0,16.0,16.0,5.0,15.0,7.0,16.0,10.0,15.0,8.0,7.0,15.0,12.0,13.0,10.0,11.0,10.0,14.0,11,12.0,12.0,11.0,12.0,14.0,15,6,8,9.0,10.0,13.0,15.0,7.0
2021_10_07,21.0,20,15.0,15,15.0,15,17.0,30.0,23.0,23,22.25,29.0,23.0,18.0,18,32,20.0,14.0,11.0,17.0,30.0,15.0,15.0,11.0,21.0,15.0,11.0,9.0,10.0,7.0,9.0,21.0,16,18.666666666666668,7.0,16.0,18.0,19.0,15.0,10,18.0,11,15,11.0,12.0,11.0,11.0,15.0,8.0,16.0,10.0,16.0,11.0,13.0,7.0,8.0,12.0,13.0,15.0,8.0,12.0,11.0,13.0,10,10.0,10.0,9.0,11.0,14.0,12,7,9,8.0,7.0,14.0,11.0,6.0
2021_10_08,38.0,29,20.0,29,28.0,26,22.0,47.0,32.0,40,22.5,44.0,37.0,28.0,30,36,22.0,26.0,12.0,28.0,21.0,31.0,21.0,22.0,31.0,19.0,15.0,8.0,13.0,17.0,12.0,26.0,23,18.333333333333332,7.0,19.0,25.0,25.0,20.0,20,21.0,11,16,13.0,14.0,17.0,14.0,23.0,13.0,25.0,11.0,19.0,13.0,16.0,11.0,9.5,15.0,15.0,18.0,9.0,20.0,16.0,15.0,16,20.0,9.0,13.0,15.0,14.0,10,10,10,10.0,7.0,12.0,17.0,7.0
2021_10_09,13.0,7,9.0,9,10.0,8,14.0,19.0,13.0,14,12.0,22.0,12.0,8.0,8,18,13.0,9.0,14.5,19.0,14.0,20.0,12.0,13.0,27.0,12.0,13.0,7.0,10.0,10.0,21.0,28.0,24,17.333333333333332,7.0,19.0,30.0,20.0,15.0,8,11.0,5,10,6.0,6.0,7.0,6.0,15.0,7.0,17.0,5.0,24.0,17.0,17.0,11.0,13.0,17.0,20.0,22.0,10.0,21.0,16.0,17.0,19,21.0,11.0,21.0,21.0,14.0,16,14,13,12.0,7.0,12.0,12.0,8.0
2021_10_10,14.0,6,9.0,9,10.0,9,13.0,20.0,13.0,14,25.5,22.0,10.0,4.0,7,15,9.0,9.0,9.0,11.0,8.0,12.0,8.0,8.0,16.0,10.0,9.0,6.0,5.0,4.0,16.0,27.0,16,15.333333333333334,6.0,11.0,17.0,13.0,14.0,6,11.0,4,10,6.0,7.0,6.0,3.0,9.0,6.0,14.0,7.0,24.0,16.0,19.0,12.0,11.0,16.0,18.0,17.0,13.0,16.0,13.0,17.0,17,16.0,10.0,19.0,18.0,15.0,14,14,12,12.0,8.0,14.0,15.0,9.0
2021_10_11,11.0,6,10.0,9,10.0,6,13.0,17.0,12.0,12,23.5,15.0,10.0,6.0,6,17,10.0,7.0,6.0,13.0,9.0,9.0,9.0,7.0,16.0,7.0,10.0,6.0,4.0,4.0,10.0,20.0,13,13.0,6.0,12.0,6.0,6.0,6.0,8,9.0,6,9,8.0,10.0,7.0,7.0,15.5,6.0,14.0,9.0,14.0,7.0,11.0,6.0,5.0,9.0,7.0,11.0,9.0,9.0,7.666666666666667,8.0,9,9.0,10.0,11.0,10.0,15.0,19,15,15,12.0,7.0,10.0,11.0,7.0
2021_10_12,12.0,7,8.0,9,9.0,7,13.0,18.0,12.0,13,9.0,18.0,10.0,8.0,7,17,11.0,7.0,9.0,14.0,9.0,13.0,11.0,8.0,21.0,9.0,9.0,6.0,14.0,5.0,8.0,18.0,16,13.666666666666666,6.0,10.0,8.0,8.0,9.0,8,9.0,5,9,6.0,9.0,6.0,6.0,16.5,5.0,17.0,7.0,11.0,5.0,8.0,4.0,4.0,8.0,6.0,8.0,8.0,9.0,7.0,7.0,7,7.0,8.0,8.0,7.0,15.0,19,18,18,14.0,8.0,8.0,19.0,12.0
2021_10_13,12.0,6,7.0,6,6.0,5,12.0,13.0,10.0,11,8.0,14.0,8.0,4.0,4,16,27.25,6.0,6.0,12.0,7.0,12.0,7.0,9.0,15.0,7.0,8.0,6.0,13.0,6.0,8.0,20.0,12,13.666666666666666,5.0,18.0,12.0,11.0,12.0,6,8.0,5,10,7.0,8.0,6.0,4.0,9.0,6.0,14.0,8.0,12.0,8.0,11.0,7.0,7.0,11.0,10.0,13.0,10.0,10.0,9.0,12.0,11,10.0,8.0,9.0,9.875,16.0,16,16,15,12.0,7.0,16.0,15.0,9.0
2021_10_14,15.0,8,8.0,10,9.0,9,14.0,18.0,13.0,15,11.0,20.0,12.0,8.0,8,19,22.25,8.0,7.0,14.0,13.0,9.0,8.0,7.0,12.0,8.0,11.0,5.0,10.0,5.0,11.0,17.0,12,14.333333333333334,5.0,13.0,4.0,5.0,7.0,7,13.0,7,10,5.0,8.0,5.0,6.0,10.0,7.0,14.0,9.0,17.0,12.0,15.0,9.0,7.0,13.0,13.0,19.0,11.0,12.0,8.0,15.0,11,15.0,8.0,10.0,12.1875,16.0,18,19,17,14.0,10.0,18.0,22.0,13.0
2021_10_15,14.0,10,10.0,11,11.0,10,15.0,23.0,15.0,16,16.0,22.0,13.0,13.0,9,21,13.0,11.0,9.0,18.0,20.0,11.0,13.5,8.0,11.0,6.0,11.0,5.0,7.0,4.0,7.0,14.0,8,13.333333333333334,5.0,5.0,5.0,4.0,3.0,9,10.0,7,9,9.0,11.0,7.0,8.0,13.0,4.0,12.0,9.0,12.0,7.0,11.0,4.0,5.0,8.0,8.0,11.0,10.0,9.0,6.0,8.0,7,7.0,6.0,6.0,7.0,18.0,25,18,20,17.0,11.0,20.0,19.0,18.0
2021_10_16,14.0,10,9.0,12,13.0,11,15.0,21.0,15.0,16,13.0,21.0,14.0,12.0,11,22,17.0,9.0,8.0,15.0,15.0,20.0,12.0,10.0,12.0,9.0,10.0,7.0,7.0,9.0,12.0,13.0,9,11.0,5.0,4.0,4.0,3.0,4.0,10,17.0,9,12,10.0,12.0,10.0,8.0,9.0,9.666666666666666,14.0,10.0,9.0,4.0,9.0,4.0,4.0,7.0,4.0,7.0,7.0,8.0,6.0,6.0,6,7.0,4.0,4.0,7.0,17.0,20,10,13,15.0,16.0,18.0,22.0,17.0
2021_10_17,11.0,6,6.0,7,7.0,7,11.0,12.0,10.0,11,12.0,15.0,9.0,6.0,6,18,12.0,6.0,7.0,8.0,14.0,9.0,7.0,7.0,14.0,7.0,7.0,4.0,5.0,4.0,4.0,14.0,10,10.666666666666666,5.0,3.0,4.0,4.0,3.0,7,10.0,6,10,5.0,6.0,6.0,7.0,8.0,3.0,10.0,7.0,10.0,5.0,9.0,6.0,5.0,8.0,7.0,11.0,4.0,9.0,7.0,8.0,8,7.0,4.0,5.0,7.0,17.0,13,11,11,9.0,7.0,15.0,14.0,13.0
2021_10_18,13.0,7,8.0,9,9.0,8,14.0,12.0,13.0,14,17.0,21.0,13.0,9.0,9,22,16.0,8.0,8.0,9.0,17.0,7.0,9.0,6.0,10.0,6.0,9.0,4.0,6.0,3.0,5.0,15.0,8,10.666666666666666,6.0,5.0,7.0,4.0,5.0,5,10.0,7,9,8.0,8.0,9.0,7.0,6.0,5.0,10.0,8.0,13.0,6.0,11.0,6.0,5.0,11.0,10.0,12.0,8.0,12.0,9.0,11.0,10,9.0,6.0,7.0,8.0,16.0,17,9,11,10.0,8.0,19.0,18.0,10.0
2021_10_19,21.0,14,14.0,15,17.0,15,18.0,26.0,21.0,23,27.0,32.0,21.0,15.0,15,29,26.0,14.0,14.0,16.0,31.0,19.666666666666668,19.0,11.0,25.75,13.0,15.0,8.0,14.0,6.0,9.0,17.0,14,11.0,6.0,6.0,7.0,9.0,5.0,15,15.0,11,16,13.0,16.0,13.0,14.0,11.0,10.0,15.0,9.0,13.0,9.0,12.0,5.0,6.0,11.0,11.0,14.0,9.0,12.0,7.0,12.0,10,10.0,5.0,6.0,7.0,15.0,11,9,11,11.0,7.0,15.0,12.0,6.0
2021_10_20,28.0,23,21.0,20,19.0,18,21.0,37.0,27.0,29,31.0,37.0,29.0,24.0,21,41,36.0,17.0,14.0,20.0,33.0,18.0,21.0,12.0,27.0,16.0,22.0,12.0,16.0,10.0,17.0,25.0,18,6.0,8.0,7.0,10.0,8.0,13.0,26,39.0,25,30,30.0,29.0,17.0,30.0,35.0,10.0,22.0,15.0,14.0,10.0,11.0,6.0,8.333333333333334,11.0,8.0,10.0,10.0,12.0,8.0,10.0,11,10.0,9.0,10.0,11.0,15.0,18,6,10,6.0,11.0,14.0,14.0,7.0
2021_10_21,33.0,25,22.0,24,26.0,23,22.0,32.0,33.0,33,31.0,46.0,31.0,26.0,20,36,30.0,22.0,16.0,33.0,26.0,24.0,21.0,15.0,29.5,14.0,22.0,14.0,20.0,19.0,19.0,22.0,16,6.0,7.0,8.0,9.0,11.0,13.0,22,35.0,18,28,21.0,26.0,25.0,24.0,27.0,8.0,17.0,13.0,12.0,8.0,11.0,9.0,7.666666666666667,12.0,8.0,12.0,10.0,12.0,8.0,8.0,12,10.0,11.0,14.0,11.0,15.0,15,9,10,6.0,14.0,12.0,12.0,8.0
2021_10_22,22.0,15,14.0,15,17.0,14,18.0,25.0,22.0,25,19.0,30.0,24.0,17.0,14,30,23.0,13.0,12.0,20.0,20.0,17.0,15.0,15.0,28.75,13.0,11.0,8.0,7.0,18.0,16.0,16.0,13,4.0,7.0,5.0,5.0,6.0,4.0,14,21.0,12,17,15.0,14.0,10.0,14.0,14.0,7.0,16.0,10.0,12.0,5.0,13.0,5.0,7.666666666666667,9.0,6.0,10.0,10.0,10.0,7.0,7.0,8,7.0,7.0,8.0,8.0,11.0,18,9,11,8.0,12.0,13.0,15.0,8.0
2021_10_23,17.0,11,10.0,11,11.0,10,16.0,16.0,16.0,18,17.0,24.0,16.0,11.0,12,25,20.0,11.0,8.0,16.0,21.0,16.0,15.0,10.0,37.666666666666664,9.0,10.0,7.0,6.0,7.0,12.0,17.0,9,5.0,7.0,5.0,8.0,6.0,6.0,8,15.0,9,13,10.0,12.0,9.0,10.0,10.0,5.0,13.0,9.0,17.25,5.0,10.0,4.0,4.0,10.0,5.0,9.0,7.0,10.0,6.0,7.0,9,6.0,13.5,5.0,6.0,9.0,21,8,8,8.0,7.0,14.0,14.0,10.0
2021_10_24,16.0,8,11.0,10,11.0,10,15.0,17.0,14.0,16,17.0,19.0,14.0,9.0,12,24,16.0,14.0,11.0,13.0,21.0,14.0,16.0,9.0,39.666666666666664,12.0,18.0,9.0,9.0,12.0,11.0,18.0,14,8.0,7.0,8.0,13.0,12.0,10.0,9,16.0,9,11,9.0,10.0,7.0,10.0,10.0,7.0,15.0,9.0,10.0,7.0,11.0,6.0,5.0,11.0,6.0,11.0,8.0,10.0,7.0,8.0,11,9.0,14.75,7.0,10.0,11.0,16,6,11,8.0,8.0,15.0,14.0,9.0
2021_10_25,19.0,10,12.0,14,14.0,11,16.0,22.0,17.0,19,19.0,22.0,15.0,14.0,12,25,22.0,17.0,14.0,17.0,25.0,18.0,20.0,12.0,39.666666666666664,14.0,21.0,12.0,9.0,14.0,16.0,21.0,19,9.0,7.0,18.0,22.0,16.0,11.0,10,17.0,11,14,12.0,10.0,9.0,13.0,13.0,12.0,17.0,10.0,15.0,10.0,14.0,6.0,6.0,13.0,9.0,13.0,7.0,15.0,8.0,15.0,13,12.0,18.75,11.0,10.0,10.0,20,8,12,9.0,8.0,12.0,14.0,10.0
2021_10_26,22.0,17,17.0,18,19.0,18,18.0,37.0,23.0,24,25.0,27.0,23.0,22.0,17,32,33.0,23.0,18.0,26.0,36.0,24.0,26.0,17.0,33.0,18.0,25.0,13.0,14.0,19.0,20.0,27.0,23,11.0,8.0,25.0,23.0,23.0,20.0,15,31.666666666666668,20,18,23.0,18.0,17.0,17.0,20.0,19.0,23.0,16.0,19.0,15.0,17.0,7.0,7.0,14.0,10.0,14.0,10.0,14.0,8.0,18.0,12,12.0,18.25,13.0,12.0,10.0,17,8,12,10.0,10.0,15.0,12.0,7.0
2021_10_27,26.0,20,19.0,21,19.0,20,20.0,23.0,24.0,28,30.0,30.0,25.0,23.0,20,34,34.0,23.0,20.0,22.0,31.0,19.666666666666668,26.0,22.0,36.0,22.0,25.0,16.0,11.0,21.0,20.0,31.0,27,16.0,8.0,19.0,27.0,27.0,19.0,19,23.0,17,22,19.0,20.0,16.0,21.0,21.0,20.0,24.0,21.0,23.0,16.0,17.0,7.0,6.0,14.0,11.0,14.0,13.0,13.0,8.0,19.0,14,13.0,12.0,18.0,18.0,12.333333333333334,14,8,14,9.0,11.0,14.0,15.0,5.0
2021_10_28,28.0,24,22.0,24,23.0,23,21.0,27.0,26.0,27,31.0,31.0,28.0,27.0,21,37,35.0,23.0,19.0,25.0,35.0,21.0,25.0,18.0,37.0,19.0,23.0,15.0,10.0,19.0,19.0,26.0,23,17.0,6.0,8.0,13.0,15.0,19.0,20,22.0,13,22,18.0,15.0,15.0,21.0,25.0,10.0,24.0,14.0,15.0,12.0,15.0,7.0,8.0,12.0,13.0,14.0,9.0,15.0,14.0,15.0,13,13.0,13.0,17.0,13.0,16.0,16,7,11,9.0,20.0,20.0,14.0,11.0
