Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,99T,100T,46T,47T,72T,82T,83T,88T,90T,91T,101T,102T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T,76T,86T,92T,94T,95T,96T,97T,98T,42T,43T,44T,62T,63T,78T,80T,89T,93T
2022_02_16,48.0,46.0,35.0,35.0,39.0,35.0,35.0,25.5,48.0,48.0,51.0,57.0,48.0,39.0,34,52,40.0,42,35,39.0,41.0,38.0,26.0,33,52.0,38.0,33.0,24.0,24.0,28,,,42.0,39.0,24.0,35.0,26,13.0,12,18.0,,,41.0,42,28.0,37.0,30.0,40.0,28.0,35.0,42.0,20.0,34.0,8,28.0,20,25.0,16.0,18.0,23.0,21.0,31.0,36.0,42,29.0,25.0,26.0,23.0,27.0,23.0,22,23.0,,,,,,9.0,10.0,12.0,13.0,14.0,10.0,11.0,7,8.0
2022_02_17,39.0,38.0,32.0,32.0,33.0,30.0,34.0,40.0,46.0,40.0,45.0,69.0,38.0,24.0,23,42,34.0,38,27,24.0,22.0,35.0,22.0,24,46.0,26.0,23.0,25.0,15.0,21,,,34.0,36.0,21.0,27.0,33,18.0,16,14.0,,,35.0,18,15.0,21.0,20.0,32.0,21.0,34.0,30.0,15.0,20.0,8,32.0,20,21.0,19.0,17.0,22.0,25.0,22.0,31.0,60,25.0,19.0,24.0,23.0,24.0,24.0,21,28.0,,,,,,11.0,10.0,12.0,14.0,15.0,12.0,12.0,6,5.0
2022_02_18,19.0,17.0,14.0,14.0,17.0,11.0,16.0,25.0,18.0,17.0,14.0,30.0,19.0,12.0,14,25,19.0,15,11,18.0,13.0,16.0,12.0,13,38.0,14.0,10.0,15.0,6.0,14,,,46.0,22.0,20.0,64.0,34,31.0,23,24.0,,,11.0,13,7.0,11.0,7.0,14.0,13.0,17.0,17.0,12.0,16.0,10,26.0,18,21.0,17.0,18.0,21.0,16.0,18.0,26.0,23,27.0,18.0,25.0,20.0,24.0,18.0,17,25.0,,,,,,11.0,10.0,11.0,13.0,14.0,13.0,14.0,9,8.0
2022_02_19,12.0,13.0,10.0,10.0,12.0,7.0,14.0,17.0,14.0,11.0,10.0,22.0,15.0,8.0,9,19,13.0,8,8,14.0,7.0,9.0,8.0,8,30.0,9.0,10.0,11.0,5.0,9,,,23.0,16.0,14.0,34.0,26,31.0,17,20.0,,,9.0,9,8.0,11.0,8.0,13.0,9.0,9.0,10.0,11.0,24.0,12,20.0,12,10.0,8.0,8.0,11.0,10.0,11.0,17.0,13,17.0,14.0,12.0,14.0,13.0,6.0,10,15.0,,,,,,9.0,12.0,13.0,10.0,15.0,10.0,12.0,9,9.0
2022_02_20,11.0,12.0,10.0,9.0,10.0,7.0,13.0,16.0,12.0,9.0,8.0,21.0,12.0,7.0,8,18,12.0,7,7,9.0,6.0,8.0,8.0,9,23.0,10.0,10.0,14.0,6.0,10,,,25.0,15.0,7.0,8.0,13,5.0,4,7.0,,,13.0,12,9.0,12.0,11.0,11.0,10.0,9.0,16.0,11.0,17.0,14,21.0,13,13.0,8.0,8.0,12.0,11.0,15.0,19.0,17,12.0,11.0,14.0,11.0,13.0,14.0,7,9.0,,,,,,10.0,12.0,16.0,14.0,18.0,13.0,14.0,10,12.0
2022_02_21,18.0,17.0,14.0,14.0,17.0,14.0,17.0,27.0,19.0,17.0,18.0,27.0,17.0,12.0,14,22,17.0,17,15,24.0,16.0,16.0,23.0,13,41.0,17.0,21.0,25.0,12.0,19,,,16.0,19.0,7.0,8.0,7,6.0,6,5.0,,,11.0,9,7.0,10.0,8.0,14.0,10.0,11.0,17.0,16.0,19.0,8,29.0,21,18.0,18.0,13.0,18.0,15.0,9.0,14.0,31,11.0,7.0,23.0,11.0,13.0,33.0,12,9.0,,,,,,13.0,9.0,16.0,18.0,18.0,11.0,16.0,10,13.0
2022_02_22,27.0,26.0,21.0,20.0,22.0,21.0,22.0,32.0,29.0,27.0,29.0,33.0,29.0,23.0,20,35,27.0,27,24,25.0,34.0,25.0,27.0,20,27.0,18.0,30.0,22.0,20.0,21,,,24.0,19.0,13.0,33.0,7,10.0,8,11.0,,,19.0,15,16.0,19.0,21.0,20.0,17.0,17.0,19.0,20.0,22.0,15,34.0,27,22.0,15.0,16.0,20.0,21.0,18.0,20.0,35,20.0,15.0,26.0,19.0,21.0,32.0,18,20.0,,,,,,15.0,12.0,12.0,17.0,19.0,13.0,12.0,13,11.0
2022_02_23,37.0,34.0,28.0,32.0,30.0,31.0,30.0,40.0,37.0,40.0,38.0,42.0,36.0,32.0,26,42,32.0,39,35,38.0,43.0,33.0,37.0,22,33.0,24.0,39.0,30.0,30.0,32,,,28.0,24.0,19.0,31.0,7,19.0,14,16.0,,,22.0,22,24.0,27.0,26.0,24.0,22.0,25.0,19.0,22.0,27.0,15,36.0,26,29.0,24.0,26.0,27.0,28.0,20.0,24.0,43,27.0,18.0,31.0,28.0,28.0,32.0,28,30.0,,,,,,10.0,10.0,11.0,16.0,18.0,10.0,12.0,15,8.0
2022_02_24,35.0,35.0,30.0,32.0,29.0,28.0,31.0,36.0,34.0,33.0,39.0,38.0,33.0,32.0,30,43,34.0,35,33,40.0,44.0,35.0,33.0,23,31.0,25.0,38.0,30.0,31.0,30,,,32.0,27.0,29.0,51.0,10,19.0,20,25.0,,,22.0,27,22.0,27.0,26.0,26.0,21.0,28.0,22.0,20.0,32.0,21,35.0,27,30.0,22.0,20.0,25.0,35.0,14.0,21.0,41,29.0,18.0,32.0,29.0,15.0,38.0,29,31.0,,,,,,14.0,13.0,12.0,15.0,15.0,11.0,13.0,10,11.0
2022_02_25,39.0,40.0,33.0,39.0,34.0,34.0,35.0,42.0,39.0,39.0,43.0,45.0,40.0,40.0,36,46,38.0,40,40,45.0,46.0,35.0,39.0,27,36.0,30.0,41.0,36.0,39.0,34,,,32.0,26.0,40.0,49.0,14,21.0,19,23.0,,,22.0,29,26.0,30.0,27.0,26.0,22.0,31.0,26.0,22.0,33.0,27,35.0,28,37.0,30.0,27.0,32.0,43.0,21.0,26.0,46,34.0,23.0,34.0,34.0,23.0,42.0,33,39.0,,,,,,23.0,19.0,11.0,12.0,12.0,12.0,14.0,13,8.0
2022_02_26,43.0,42.0,40.0,40.0,39.0,36.0,39.0,46.0,43.0,41.0,46.0,46.0,45.0,42.0,40,50,43.0,42,41,48.0,50.0,38.0,42.0,33,41.0,35.0,49.0,41.0,42.0,44,,,42.0,34.0,42.0,71.0,20,20.0,23,31.0,,,30.0,32,29.0,34.0,33.0,32.0,29.0,33.0,28.0,38.0,39.0,25,43.0,35,42.0,41.0,40.0,38.0,30.0,29.0,33.0,56,35.0,27.0,45.0,40.0,31.0,46.0,40,43.0,,,,,,18.0,18.0,12.0,14.0,13.0,11.0,15.0,15,9.0
2022_02_27,47.0,48.0,45.0,48.0,44.0,45.0,43.0,49.0,48.0,47.0,49.0,52.0,50.0,51.0,41,56,51.0,49,49,52.0,52.0,42.0,57.0,40,47.0,34.0,48.0,43.0,47.0,47,,,35.0,33.0,35.0,69.0,23,23.0,24,31.0,,,38.0,42,32.0,39.0,43.0,34.0,29.0,40.0,38.0,38.0,45.0,24,49.0,41,50.0,40.0,44.0,43.0,42.0,36.0,38.0,81,39.0,30.0,49.0,46.0,41.0,53.0,48,47.0,,,,,,13.0,12.0,13.0,14.0,14.0,11.0,13.0,12,9.0
2022_02_28,58.0,53.0,50.0,52.0,51.0,50.0,52.0,74.0,52.0,57.0,60.0,57.0,55.0,56.0,51,68,46.0,55,52,66.0,60.0,48.0,58.0,55,58.0,45.0,53.0,47.0,45.0,53,,,62.0,47.0,42.0,80.0,46,57.0,32,49.0,,,42.0,38,39.0,40.0,41.0,44.0,36.0,45.0,52.0,48.0,64.0,25,54.0,48,55.0,48.0,47.0,46.0,41.0,42.0,45.0,101,45.0,34.0,54.0,50.0,61.0,63.0,58,54.0,,,,,,10.0,12.0,12.0,17.0,15.0,11.0,14.0,13,8.0
2022_03_01,29.0,30.0,28.0,25.0,26.0,29.0,30.0,40.0,35.0,29.0,36.0,44.0,31.0,26.0,25,32,28.0,36,33,40.0,23.0,55.0,39.0,59,80.0,50.0,45.0,53.0,24.0,50,,,63.0,60.0,60.0,108.0,65,108.0,50,53.0,,,43.0,27,22.0,29.0,27.0,26.0,31.0,31.0,60.0,55.0,65.0,25,57.0,49,68.0,62.0,54.0,55.0,45.0,46.0,44.0,92,50.0,41.0,58.0,59.0,53.0,65.0,62,56.0,,,,,,10.0,13.0,13.0,18.0,16.0,11.0,16.0,18,9.0
2022_03_02,22.0,20.0,20.0,23.0,22.0,19.0,22.0,29.0,26.0,20.0,27.0,38.0,22.0,17.0,19,26,20.0,25,25,26.0,14.0,32.0,22.0,30,69.0,31.0,32.0,43.0,14.0,31,,,47.0,53.0,68.0,88.0,29,18.0,24,,,,20.0,15,12.0,17.0,16.0,20.0,18.0,18.0,32.0,44.0,44.0,17,58.0,49,67.0,54.0,51.0,59.0,42.0,45.0,46.0,112,59.0,47.0,62.0,64.0,51.0,54.0,63,58.0,,,,,,13.0,13.0,13.0,16.0,17.0,10.0,14.0,14,10.0
2022_03_03,19.0,20.0,19.0,21.0,20.0,17.0,20.0,25.0,22.0,17.0,25.0,36.0,20.0,14.0,14,25,20.0,21,20,21.0,13.0,33.0,17.0,34,60.0,38.0,26.0,40.0,12.0,27,,,45.0,52.0,69.0,65.0,34,56.0,26,30.0,,,25.0,17,15.0,15.0,15.0,18.0,19.0,18.0,31.0,45.0,48.0,20,58.0,51,61.0,52.0,53.0,52.0,37.0,52.0,50.0,108,62.0,50.0,53.0,60.0,58.0,55.0,54,57.0,,,,,,12.0,13.0,13.0,17.0,17.0,11.0,13.0,20,9.0
2022_03_04,22.0,21.0,20.0,23.0,21.0,19.0,22.0,26.0,26.0,22.0,25.0,38.0,21.0,15.0,18,24,19.0,23,22,23.0,16.0,30.0,24.0,27,63.0,26.0,33.0,43.0,15.0,29,,,58.0,60.0,68.0,109.0,38,69.0,42,59.0,,,27.0,15,13.0,15.0,16.0,18.0,18.0,17.0,34.0,41.0,44.0,19,63.0,56,59.0,48.0,46.0,50.0,39.0,55.0,53.0,100,54.0,48.0,63.0,52.0,58.0,49.0,52,55.0,,,,,,17.0,12.0,13.0,16.0,18.0,11.0,15.0,15,12.0
2022_03_05,26.0,25.0,22.0,24.0,24.0,22.0,24.0,32.0,28.0,24.0,27.0,41.0,26.0,18.0,20,30,23.0,26,24,29.0,22.0,32.0,28.0,30,53.0,29.0,37.0,36.0,24.0,32,,,70.0,47.0,66.0,127.0,81,90.0,60,71.0,,,23.0,18,15.0,18.0,17.0,21.0,17.0,21.0,26.0,33.0,35.0,11,54.0,48,48.0,42.0,39.0,42.0,40.0,57.0,59.0,94,54.0,49.0,49.0,52.0,55.0,38.0,58,52.0,,,,,,17.0,13.0,14.0,17.0,17.0,10.0,16.0,19,15.0
2022_03_06,18.0,22.0,20.0,21.0,21.0,18.0,21.0,26.0,24.0,22.0,22.0,35.0,25.0,17.0,18,27,22.0,22,20,20.0,17.0,26.0,21.0,26,48.0,27.0,30.0,36.0,17.0,27,,,47.0,39.0,51.0,118.0,66,77.0,56,50.0,,,19.0,18,14.0,20.0,17.0,19.0,16.0,19.0,23.0,32.0,28.0,14,40.0,38,48.0,42.0,41.0,45.0,34.0,52.0,56.0,87,53.0,42.0,46.0,51.0,49.0,36.0,46,52.0,,,,,,17.0,14.0,14.0,14.0,14.0,11.0,17.0,20,12.0
2022_03_07,18.0,19.0,19.0,18.0,18.0,16.0,19.0,27.0,22.0,17.0,21.0,27.0,20.0,16.0,15,24,20.0,19,19,19.0,14.0,24.0,18.0,26,52.0,23.0,27.0,26.0,13.0,25,,,40.0,33.0,34.0,62.0,39,43.0,27,40.0,,,24.0,17,12.0,17.0,16.0,17.0,16.0,19.0,22.0,25.0,32.0,18,48.0,41,46.0,38.0,35.0,36.0,22.0,44.0,50.0,107,45.0,42.0,59.0,37.0,41.0,31.0,19,30.0,,,,,,15.0,14.0,17.0,15.0,17.0,11.0,16.0,19,9.0
2022_03_08,29.0,28.0,22.0,24.0,23.0,22.0,24.0,31.0,31.0,29.0,29.0,42.0,32.0,26.0,24,38,30.0,28,26,28.0,28.0,25.0,20.0,18,35.0,27.666666666666668,26.0,21.0,18.0,23,,,26.0,25.0,16.0,38.0,25,31.0,21,20.0,,,24.0,25,24.0,26.0,26.0,26.0,27.0,23.0,25.0,20.0,27.0,19,25.0,21,12.0,14.0,12.0,17.0,17.0,25.0,30.0,63,20.0,22.0,21.0,19.0,22.0,18.0,16,21.0,,,,,,15.0,13.0,13.0,14.0,15.0,10.0,13.0,17,11.0
2022_03_09,50.0,60.0,50.0,49.0,50.0,43.0,49.0,62.0,54.0,50.0,59.0,68.0,56.0,48.0,44,66,50.0,45,42,47.0,44.0,41.0,42.0,31,50.0,28.0,41.0,30.0,27.0,35,,,42.0,38.0,27.0,49.0,45,38.0,26,33.0,,,49.0,37,35.0,36.0,37.0,40.0,31.0,43.0,36.0,33.0,41.0,20,28.0,26,23.0,22.0,23.0,23.0,26.0,29.0,30.0,47,24.0,20.0,28.0,31.0,31.0,22.0,33,30.0,,,,,,12.0,12.0,13.0,18.0,17.0,12.0,14.0,15,10.0
2022_03_10,28.0,27.0,22.0,27.0,28.0,23.0,25.0,34.0,30.0,25.0,30.0,40.0,28.0,26.0,20,33,25.0,26,26,23.0,19.0,39.0,28.0,41,58.0,33.0,35.0,34.0,18.0,38,,,49.0,50.0,40.0,63.0,52,32.0,29,43.0,,,41.0,27,22.0,29.0,24.0,26.0,28.0,27.0,54.0,41.0,53.0,24,38.0,32,32.0,30.0,29.0,30.0,39.0,35.0,37.0,63,36.0,28.0,34.0,40.0,37.0,26.0,38,36.0,,,,,,17.0,18.0,19.0,20.0,21.0,14.0,18.0,19,14.0
2022_03_11,22.0,24.0,22.0,23.0,24.0,19.0,24.0,32.0,25.0,22.0,24.0,35.0,36.6,19.0,19,29,22.0,22,22,27.0,18.0,28.0,21.0,34,53.0,29.0,28.0,23.0,16.0,27,,,53.0,53.0,62.0,58.0,52,31.0,23,43.0,,,28.0,20,16.0,22.0,19.0,20.0,21.0,21.0,32.0,33.0,43.0,19,42.0,32,37.0,30.0,31.0,32.0,39.0,41.0,42.0,56,47.0,33.0,31.0,51.0,39.0,25.0,45,44.0,,,,,,21.0,21.0,26.0,24.0,26.0,16.0,23.0,23,19.0
2022_03_12,26.0,26.0,24.0,28.0,24.5,23.0,26.0,35.0,29.0,25.0,30.0,37.0,42.8,20.0,23,32,24.0,25,27,34.0,26.0,35.0,26.0,31,68.0,31.0,37.0,28.0,22.0,29,,,55.0,60.0,62.0,65.0,61,43.0,30,44.0,,,28.0,24,17.0,24.0,21.0,22.0,22.0,24.0,39.0,40.0,44.0,21,41.0,34,43.0,37.0,37.0,40.0,39.0,40.0,47.0,66,50.0,37.0,32.0,52.0,39.0,30.0,45,53.0,,,,,,25.0,24.0,32.0,30.0,33.0,22.0,27.0,27,26.0
2022_03_13,26.0,28.0,24.0,28.0,26.0,24.0,27.0,33.0,29.0,25.0,29.0,38.0,28.0,21.0,24,35,30.0,27,28,28.0,30.0,37.0,26.0,32,70.0,40.0,36.0,37.0,24.0,34,,,61.0,57.0,62.0,83.0,72,52.0,37,54.0,,,31.0,33,20.0,27.0,24.0,25.0,24.0,28.0,37.0,50.0,46.0,27,41.0,37,50.0,41.0,41.0,41.0,48.0,44.0,49.0,81,50.0,38.0,38.0,57.0,48.0,34.0,55,55.0,,,,,,29.0,26.0,24.0,19.0,23.0,19.0,21.0,26,21.0
2022_03_14,25.0,26.0,26.0,25.0,27.0,22.0,27.0,36.0,27.0,24.0,26.0,35.0,27.0,22.0,20,31,24.0,23,26,29.0,26.0,30.0,25.0,31,53.0,33.0,33.0,29.0,22.0,33,,,67.0,50.0,66.0,109.0,77,69.0,45,58.0,,,28.0,25,17.0,25.0,20.0,21.0,23.0,27.0,35.0,43.0,41.0,22,45.0,39,56.0,46.0,47.0,47.0,45.0,46.0,51.0,101,60.0,43.0,38.0,59.0,54.0,31.0,44,56.0,,,,,,14.0,18.0,13.0,14.0,13.0,9.0,15.0,18,11.0
2022_03_15,18.0,17.0,18.0,16.0,19.0,13.0,18.0,24.0,20.0,16.0,17.0,26.0,19.0,10.0,12,21,15.0,15,16,17.0,8.0,20.0,14.0,20,41.0,21.0,20.0,24.0,9.0,20,,,66.0,44.0,52.0,115.0,60,75.0,54,74.0,,,16.0,15,7.0,12.0,10.0,14.0,10.0,13.0,23.0,24.0,30.0,9,36.0,30,47.0,48.0,46.0,47.0,28.0,47.0,55.0,108,43.0,84.2,30.0,55.0,48.0,27.0,39,52.0,,,,,,11.0,10.0,16.25,16.0,17.0,9.0,14.0,13,9.0
2022_03_16,15.0,17.0,17.0,14.0,15.0,10.0,17.0,23.0,17.0,14.0,15.0,26.0,18.0,12.0,12,21,15.0,13,13,17.0,10.0,14.0,14.0,20,35.0,17.0,22.0,18.0,9.0,24,,,57.0,33.0,33.0,31.0,58,35.0,36,27.0,,,12.0,13,10.0,11.0,10.0,14.0,10.0,14.0,20.0,17.0,27.0,13,44.0,38,46.0,40.0,40.0,41.0,27.0,33.0,36.0,104,30.0,78.6,40.0,46.0,38.0,27.0,34,45.0,,,,,,12.0,13.0,14.0,15.0,17.0,10.0,15.0,11,10.0
2022_03_17,18.0,16.0,17.0,16.0,18.0,13.0,18.0,25.0,20.0,16.0,18.0,25.0,20.0,14.0,15,24,17.0,14,16,17.0,10.0,21.0,19.0,26,37.0,22.0,24.0,18.0,12.0,21,,,50.0,31.0,22.0,37.0,48,73.0,36,25.0,,,18.0,17,13.0,17.0,13.0,19.0,14.0,16.0,26.0,31.333333333333332,32.0,10,49.0,42,40.0,34.0,35.0,35.0,29.0,40.0,44.0,135,28.0,31.0,43.0,34.0,38.0,35.0,28,34.0,,,,,,15.0,14.0,12.0,17.0,18.0,11.0,14.0,15,9.0
2022_03_18,25.0,24.0,20.0,22.0,22.0,20.0,23.0,28.0,26.0,23.0,25.0,28.0,28.0,20.0,21,30,22.0,19,17,23.0,19.0,20.0,21.0,22,41.0,18.0,19.0,14.0,16.0,19,,,38.0,31.0,17.0,25.0,34,57.0,33,19.0,,,17.0,18,12.0,19.0,14.0,18.0,16.0,16.0,26.0,17.0,22.0,19,58.0,48,38.0,26.0,25.0,26.0,26.0,39.0,42.0,156,28.0,21.0,47.0,25.0,31.0,27.0,25,36.0,,,,,,17.0,10.0,14.0,15.0,15.0,10.0,14.0,18,11.0
2022_03_19,27.0,27.0,17.0,23.0,23.0,18.0,21.0,33.0,30.0,27.0,26.0,37.0,28.0,24.0,20,33,27.0,22,23,31.0,27.0,24.0,26.0,20,36.0,20.0,30.0,20.0,19.0,20,,,26.0,24.0,20.0,30.0,29,28.0,19,17.0,,,26.0,25,17.0,21.0,21.0,24.0,20.0,21.0,20.0,17.0,25.0,17,47.0,39,40.0,29.0,29.0,31.0,20.0,44.0,44.0,95,30.0,23.0,36.0,25.0,32.0,29.0,25,26.0,,,,,,15.0,11.0,14.0,13.0,15.0,11.0,14.0,17,10.0
2022_03_20,22.0,21.0,16.0,25.333333333333332,18.0,16.0,19.0,22.0,24.0,24.0,19.0,31.0,25.0,16.0,17,31,19.0,17,17,18.0,10.0,20.0,17.0,22,27.0,15.0,17.0,13.0,9.0,20,,,30.0,19.0,27.0,46.0,19,33.0,27,23.0,,,23.0,23,14.0,23.0,16.0,24.0,21.0,17.0,17.0,13.0,18.0,15,41.0,32,38.0,33.0,33.0,33.0,28.0,42.0,51.0,99,35.0,28.0,35.0,46.0,36.0,26.0,26,52.0,,,,,,11.0,11.0,13.0,11.0,13.0,10.0,13.0,9,9.0
2022_03_21,13.0,13.0,15.0,24.666666666666668,16.0,8.0,15.0,20.0,18.0,14.0,13.0,22.0,14.0,8.0,9,19,15.0,12,12,11.0,5.0,14.0,8.0,10,37.0,13.0,8.0,8.0,5.0,10,,,23.0,19.0,23.0,27.0,22,23.0,24,16.0,,,9.0,14,8.0,11.0,8.0,12.0,8.0,12.0,20.0,10.0,19.0,8,25.0,19,24.0,17.0,18.0,20.0,14.0,31.0,37.0,45,27.0,24.0,20.0,18.0,29.0,13.0,19,17.0,,,,,,9.0,9.0,14.0,11.0,14.0,9.0,12.0,8,11.0
2022_03_22,14.0,15.0,15.0,14.0,17.0,9.0,15.0,18.0,20.0,13.0,13.0,27.0,16.0,24.0,9,20,18.0,11,9,13.0,7.0,17.0,7.0,13,27.0,10.0,10.0,8.0,4.0,12,,,21.0,13.0,10.0,21.0,21,27.0,23,15.0,,,10.0,10,8.0,10.0,9.0,13.0,9.0,11.0,10.0,10.0,15.0,6,19.0,12,19.0,11.0,11.0,14.0,18.0,18.0,24.0,27,13.0,14.0,14.0,15.0,14.0,12.0,16,16.0,,,,,,12.0,13.0,12.0,12.0,13.0,9.0,12.0,11,12.0
2022_03_23,19.0,18.0,18.0,20.0,18.0,15.0,19.0,28.0,24.0,19.0,24.0,33.0,21.0,24.0,14,25,19.0,18,17,20.0,15.0,19.0,14.0,14,27.0,13.0,12.0,8.0,9.0,10,,,23.0,13.0,8.0,21.0,18,28.0,19,19.0,,,10.0,13,9.0,16.0,10.0,16.0,12.0,15.0,15.0,9.0,17.0,6,14.0,9,13.0,10.0,9.0,12.0,16.0,16.0,18.0,10,14.0,11.0,10.0,20.0,12.0,16.0,15,18.0,,,,,,12.0,17.0,14.0,11.0,14.0,8.0,13.0,10,11.0
2022_03_24,17.0,30.0,17.0,16.0,18.0,13.0,17.0,28.0,22.0,16.0,18.0,33.0,20.0,26.5,12,22,17.0,15,16,22.0,11.0,26.0,15.0,19,34.0,19.0,17.0,8.0,11.0,14,,,19.0,18.0,11.0,18.0,17,10.0,8,10.0,,,15.0,15,12.0,15.0,12.0,16.0,13.0,15.0,22.0,9.0,24.0,8,24.0,16,19.0,11.0,11.0,14.0,15.0,19.0,16.0,20,16.0,14.0,17.0,19.0,14.0,23.0,13,21.0,,,,,,9.0,13.0,15.0,10.0,14.0,9.0,13.0,12,11.0
2022_03_25,18.0,26.0,16.0,16.0,16.0,13.0,17.0,28.0,21.0,17.0,15.0,31.0,19.0,19.0,11,22,17.0,13,14,20.0,13.0,22.0,12.0,19,35.0,13.0,15.0,9.0,11.0,21,,,24.0,21.0,18.0,15.0,17,11.0,12,12.0,,,15.0,13,12.0,16.0,12.0,17.0,14.0,15.0,19.0,9.0,26.0,9,35.0,26,30.0,26.0,24.0,24.0,21.0,30.0,33.0,40,25.0,24.0,29.0,33.0,29.0,26.0,23,35.0,,,,,,9.0,10.0,15.0,12.0,13.0,10.0,12.0,10,10.0
2022_03_26,14.0,15.0,16.0,15.0,16.0,10.0,16.0,25.0,17.0,13.0,13.0,27.0,16.0,13.0,8,19,14.0,11,12,16.0,8.0,17.0,13.0,16,30.0,14.0,16.0,10.0,8.0,22,,,27.0,20.0,21.0,27.0,20,15.0,17,19.0,,,16.0,9,8.0,12.0,11.0,12.0,10.0,11.0,15.0,12.0,22.0,6,40.0,34,34.0,31.0,31.0,32.0,23.0,40.0,44.0,61,37.0,31.0,37.0,40.0,41.0,30.0,22,40.0,,,,,,12.0,10.0,17.0,11.0,13.0,10.0,13.0,12,10.0
2022_03_27,14.0,16.0,14.0,17.0,14.0,9.0,16.0,19.0,18.0,14.0,12.0,25.0,17.0,13.0,9,22,15.0,11,11,15.0,10.0,17.0,14.0,17,33.0,15.0,19.0,11.0,9.0,19,,,25.0,23.0,20.0,37.0,26,19.0,24,21.0,,,16.0,10,8.0,12.0,9.0,13.0,10.0,10.0,18.0,10.0,22.0,8,50.0,45,39.0,40.0,39.0,40.0,28.0,42.0,56.0,100,42.0,32.0,44.0,48.0,48.0,26.0,30,40.0,,,,,,16.0,13.0,20.0,15.0,16.0,11.0,14.0,14,11.0
2022_03_28,19.0,20.0,16.0,21.0,18.0,15.0,18.0,27.0,23.0,18.0,17.0,30.0,21.0,18.0,13,26,20.0,16,16,18.0,10.0,20.0,14.0,20,33.0,15.0,16.0,30.5,8.0,22,,,25.0,17.0,20.0,16.0,22,7.0,12,14.0,,,12.0,10,7.0,12.0,11.0,16.0,11.0,15.0,14.0,10.0,17.0,10,56.0,51,41.0,43.0,42.0,43.0,24.0,43.0,57.0,124,32.0,28.0,43.0,42.0,38.0,35.0,29,41.0,,,,,,14.0,15.0,22.0,14.0,16.0,10.0,15.0,19,13.0
2022_03_29,15.0,18.0,16.0,18.0,16.0,12.0,16.0,22.0,20.0,15.0,16.0,28.0,18.0,13.0,12,22,20.0,15,15,19.0,9.0,26.0,12.0,20,32.0,17.0,14.0,36.0,8.0,16,,,25.0,23.0,12.0,22.0,24,11.0,13,12.0,,,14.0,17,8.0,16.0,14.0,17.0,12.0,16.0,12.0,18.0,20.0,9,53.0,42,25.0,22.0,73.0,23.0,26.0,28.0,33.0,79,20.0,23.0,29.0,25.0,27.0,34.0,20,29.0,,,,,,18.0,19.0,14.5,18.0,18.0,12.0,18.0,19,13.0
2022_03_30,18.0,18.0,17.0,18.0,18.0,14.0,17.0,23.0,21.0,17.0,17.0,26.0,19.0,13.0,11,22,20.0,17,18,22.0,13.0,24.0,19.0,20,41.0,17.0,22.0,21.0,11.0,26,,,26.0,22.0,16.0,33.0,32,14.0,24,19.0,,,16.0,19,9.0,17.0,16.0,22.0,15.0,22.0,15.0,18.0,23.0,10,50.0,41,24.0,26.0,26.0,27.0,28.0,40.0,48.0,94,29.0,27.0,41.0,31.0,38.0,37.0,22,29.0,,,,,,15.0,13.0,14.0,14.0,18.0,12.0,16.0,17,16.0
2022_03_31,27.0,30.0,20.0,27.0,20.0,20.0,21.0,33.0,29.0,25.0,31.0,31.0,26.0,29.0,18,31,30.0,35,37,33.0,24.0,38.0,27.0,39,49.0,27.0,28.0,21.0,18.0,38,,,24.0,25.0,21.0,40.0,12,6.0,16,17.0,,,23.0,25,23.0,23.0,23.0,24.0,16.0,27.0,25.0,21.0,30.0,13,54.0,46,32.0,31.0,29.0,30.0,36.0,39.0,47.0,115,32.0,30.0,42.0,32.0,35.0,50.0,27,35.0,,,,,,15.0,13.0,20.0,15.0,17.0,10.0,16.0,13,14.0
2022_04_01,25.0,24.0,18.0,20.0,20.0,21.0,19.0,30.0,27.0,25.0,25.0,34.0,23.0,23.0,19,32,25.0,24,25,30.0,26.0,47.0,39.0,35,27.0,18.0,35.0,21.0,21.0,30,,,22.0,20.0,16.0,28.0,5,4.0,10,9.0,,,18.0,27,21.0,24.0,23.0,21.0,16.0,21.0,19.0,12.0,22.0,13,48.0,39,28.0,27.0,28.0,28.0,21.0,28.0,37.0,111,22.0,24.0,38.0,32.0,31.0,44.0,24,33.0,,,,,,15.0,14.0,18.0,15.0,15.0,10.0,14.0,13,12.0
2022_04_02,12.0,11.0,9.0,9.0,12.0,7.0,14.0,13.0,13.0,11.0,12.0,15.0,13.0,8.0,8,20,11.0,10,9,13.0,10.0,10.0,13.0,8,10.0,6.0,17.0,7.0,11.0,6,,,13.0,7.0,7.0,9.0,3,3.0,5,4.0,,,4.0,6,5.0,8.0,5.0,7.0,6.0,7.0,5.0,6.0,9.0,4,18.0,13,12.0,8.0,8.0,11.0,8.0,8.0,229.0,80,17.0,11.0,13.0,12.0,11.0,24.0,10,13.0,,,,,,14.0,14.0,20.0,14.0,15.0,10.0,13.25,20,14.0
